,location,total_sqft,bath,price,bhk
3063,hennur road,1831.0,3.0,110.0,3
3064,hennur road,1232.0,2.0,87.0,2
3065,hennur road,1232.0,2.0,74.0,2
3066,hennur road,1232.0,2.0,66.0,2
3067,hennur road,1341.0,2.0,95.0,2
3069,hennur road,1232.0,2.0,88.0,2
3070,hennur road,2365.0,4.0,175.0,3
3071,hennur road,1310.0,2.0,66.0,2
3073,hennur road,1015.0,2.0,50.0,2
3075,hennur road,2264.0,3.0,168.0,3
3076,hennur road,2002.0,3.0,120.0,3
3077,hennur road,1232.0,2.0,69.6,2
3078,hennur road,1195.0,2.0,73.0,2
3079,hennur road,1020.0,2.0,47.0,2
3080,hennur road,5100.0,6.0,375.0,5
3081,hennur road,1061.0,2.0,54.92,2
3083,hennur road,1020.0,2.0,45.0,2
3084,hennur road,2041.0,3.0,128.0,3
3085,hennur road,1232.0,2.0,87.0,2
3086,hennur road,1066.0,2.0,52.23,2
3087,hennur road,973.0,2.0,56.0,2
3088,hennur road,1255.0,2.0,84.0,2
3089,hennur road,1232.0,2.0,83.0,2
3090,hennur road,1832.0,3.0,116.0,3
3091,hennur road,2050.0,3.0,120.0,3
3092,hennur road,1445.0,2.0,86.69,3
3093,hennur road,1445.0,2.0,83.0,3
3096,hennur road,1654.0,3.0,97.8,3
3097,hennur road,1480.0,3.0,100.0,3
3098,hennur road,1450.0,3.0,88.6,3
3099,hennur road,1155.0,2.0,69.18,2
3100,hennur road,1053.0,2.0,53.0,2
3101,hennur road,1195.0,2.0,59.0,2
3102,hennur road,1904.0,3.0,129.0,3
3103,hennur road,1981.0,3.0,134.0,3
3104,hennur road,1155.0,2.0,69.18,2
3106,hennur road,1590.0,3.0,105.0,3
3107,hennur road,2041.0,3.0,138.0,3
3108,hennur road,1100.0,2.0,78.0,3
3109,hennur road,1880.0,4.0,154.0,4
3110,hennur road,1232.0,2.0,69.61,2
3111,hennur road,1748.0,3.0,103.0,3
3112,hennur road,1460.0,2.0,80.3,2
3114,hennur road,1933.0,3.0,140.0,3
3115,hennur road,1030.0,2.0,46.5,2
3116,hennur road,1232.0,2.0,69.61,2
3118,hennur road,1445.0,2.0,89.56,3
3119,hennur road,973.0,2.0,50.74,2
3121,hennur road,1305.0,2.0,77.0,3
3123,hennur road,1165.0,2.0,67.0,2
3124,hennur road,980.0,2.0,51.0,2
3125,hennur road,1232.0,2.0,80.0,2
3126,hennur road,1085.0,2.0,43.4,2
3127,hennur road,950.0,2.0,55.0,2
3128,hennur road,1140.0,2.0,56.0,2
3129,hennur road,1891.0,3.0,110.0,3
3132,hennur road,1165.0,2.0,52.0,2
3133,hennur road,1450.0,2.0,80.0,2
3134,hennur road,1155.0,2.0,69.18,2
3135,hennur road,1936.0,3.0,131.0,3
3136,hoodi,985.0,2.0,67.0,2
3139,hoodi,1425.0,2.0,80.0,2
3140,hoodi,1420.0,2.0,75.0,2
3141,hoodi,1639.0,3.0,110.0,3
3143,hoodi,1639.0,3.0,98.32,3
3147,hoodi,1026.0,2.0,60.87,2
3148,hoodi,1050.0,2.0,50.0,2
3149,hoodi,1400.0,2.0,78.0,2
3150,hoodi,2400.0,5.0,160.0,5
3151,hoodi,1196.0,2.0,71.74,2
3153,hoodi,1500.0,2.0,84.0,2
3154,hoodi,1055.0,2.0,57.63,2
3155,hoodi,1925.0,2.0,114.0,3
3156,hoodi,1400.0,2.0,82.0,2
3158,hoodi,706.0,1.0,48.24,1
3159,hoodi,1257.0,2.0,69.0,2
3160,hoodi,1132.0,2.0,67.9,2
3161,hoodi,1925.0,3.0,110.0,3
3163,hoodi,1257.0,2.0,71.03,2
3164,hoodi,1305.0,2.0,75.0,2
3166,hoodi,1240.0,2.0,65.0,2
3168,hoodi,1108.0,2.0,74.23,2
3169,hoodi,1257.0,2.0,68.5,2
3170,hoodi,1000.0,2.0,48.0,2
3171,hoodi,1063.0,2.0,61.17,2
3172,hoodi,1259.0,2.0,69.45,2
3173,hoodi,711.0,1.0,42.65,1
3175,hoodi,863.0,1.0,40.55,1
3176,hoodi,1715.0,2.0,100.0,3
3178,hoodi,1447.0,3.0,76.0,2
3179,hoodi,2144.0,3.0,140.0,3
3180,hoodi,1108.0,2.0,66.46,2
3182,hoodi,1837.0,3.0,110.0,3
3183,hoodi,3385.0,4.0,220.0,4
3185,hoodi,1181.0,2.0,55.0,2
3186,hoodi,1490.0,3.0,85.0,3
3187,hoodi,1258.5,2.0,59.135,2
3188,horamavu agara,1200.0,2.0,45.0,2
3189,horamavu agara,1560.0,3.0,75.0,3
3190,horamavu agara,755.0,2.0,37.49,2
3191,horamavu agara,982.0,2.0,47.65,2
3192,horamavu agara,1650.0,2.0,75.0,3
3193,horamavu agara,950.0,2.0,39.0,2
3194,horamavu agara,1756.0,3.0,92.0,3
3195,horamavu agara,1106.0,2.0,43.09,2
3196,horamavu agara,1079.0,2.0,41.0,2
3197,horamavu agara,1169.0,2.0,64.0,2
3198,horamavu agara,1265.0,2.0,65.0,3
3199,horamavu agara,1060.0,2.0,37.0,2
3200,horamavu agara,1107.83,2.0,41.51,2
3201,horamavu agara,980.0,2.0,38.19,2
3202,horamavu agara,1250.0,3.0,65.0,3
3203,horamavu agara,1145.0,2.0,41.21,2
3204,horamavu agara,2400.0,3.0,80.0,5
3205,horamavu agara,1000.0,2.0,46.0,2
3206,horamavu agara,760.0,2.0,37.49,2
3207,horamavu agara,1150.0,2.0,42.0,2
3209,horamavu agara,750.0,2.0,37.49,2
3210,horamavu agara,625.0,1.0,27.0,1
3211,horamavu agara,1080.0,2.0,38.0,2
3212,horamavu agara,994.0,2.0,42.28,2
3213,horamavu agara,1107.83,2.0,41.51,2
3215,horamavu agara,1090.0,2.0,46.0,2
3216,horamavu agara,1400.0,3.0,63.0,3
3217,horamavu agara,1557.0,3.0,70.0,3
3218,horamavu agara,1058.0,2.0,47.0,2
3221,horamavu banaswadi,1460.0,2.0,80.5,2
3222,horamavu banaswadi,1156.0,2.0,46.0,2
3223,horamavu banaswadi,1180.0,2.0,58.0,2
3224,horamavu banaswadi,1307.0,2.0,51.6,2
3225,horamavu banaswadi,3800.0,8.0,200.0,6
3226,horamavu banaswadi,1357.0,2.0,54.0,2
3227,horamavu banaswadi,925.0,2.0,38.0,2
3228,horamavu banaswadi,1272.0,2.0,48.0,2
3229,horamavu banaswadi,1225.0,2.0,49.5,2
3230,horamavu banaswadi,1272.0,2.0,51.5,2
3231,horamavu banaswadi,1272.0,2.0,51.5,2
3232,horamavu banaswadi,1156.0,2.0,46.9,2
3233,horamavu banaswadi,1200.0,2.0,45.0,2
3234,horamavu banaswadi,1254.0,2.0,47.0,2
3235,horamavu banaswadi,1610.0,3.0,68.0,3
3236,horamavu banaswadi,1210.0,2.0,50.0,2
3237,horamavu banaswadi,1357.0,2.0,54.0,2
3238,horamavu banaswadi,1272.0,2.0,50.0,2
3239,horamavu banaswadi,1200.0,2.0,45.0,2
3240,horamavu banaswadi,1025.0,2.0,45.0,2
3241,horamavu banaswadi,1081.0,2.0,52.0,2
3242,horamavu banaswadi,1000.0,2.0,50.0,2
3243,hormavu,1500.0,2.0,78.0,2
3244,hormavu,1150.0,2.0,55.0,2
3246,hormavu,1180.0,2.0,50.0,2
3247,hormavu,1200.0,2.0,67.0,2
3248,hormavu,1200.0,3.0,70.0,2
3249,hormavu,1175.0,2.0,52.0,2
3250,hormavu,1351.0,2.0,53.0,1
3251,hormavu,1141.0,2.0,44.4,2
3252,hormavu,1130.0,2.0,42.3,2
3254,hormavu,1725.0,3.0,85.0,3
3255,hormavu,1153.0,2.0,65.0,2
3256,hormavu,1150.0,2.0,53.11,2
3257,hormavu,1123.0,2.0,56.0,2
3258,hormavu,1385.0,2.0,69.0,3
3260,hormavu,1030.0,2.0,49.35,2
3261,hormavu,1018.0,2.0,50.8,2
3262,hormavu,1555.0,3.0,75.0,3
3263,hormavu,1143.0,2.0,53.0,2
3264,hormavu,1100.0,2.0,38.0,2
3265,hormavu,1000.0,2.0,50.0,2
3266,hormavu,1200.0,2.0,68.0,2
3268,hormavu,1200.0,2.0,68.0,2
3269,hormavu,765.0,2.0,37.49,2
3271,hormavu,1081.5,2.0,38.665,2
3272,hormavu,1250.0,2.0,60.0,2
3273,hormavu,965.0,2.0,37.15,2
3274,hormavu,583.0,1.0,28.275,1
3275,hormavu,1129.0,2.0,44.0,2
3276,hormavu,1385.0,2.0,69.25,3
3277,hormavu,1165.0,2.0,40.0,2
3278,hormavu,1065.0,2.0,50.92,2
3279,hormavu,1046.0,2.0,60.0,2
3280,hormavu,1400.0,2.0,75.0,2
3281,hormavu,1365.0,2.0,65.0,3
3282,hormavu,1196.0,2.0,44.8,2
3283,hormavu,1263.0,2.0,47.36,2
3284,hormavu,1015.0,2.0,39.08,2
3286,hormavu,1200.0,2.0,73.0,2
3287,hormavu,1250.0,2.0,65.0,2
3289,hormavu,1075.0,2.0,53.7,2
3290,hormavu,980.0,2.0,42.0,2
3291,hormavu,1075.0,2.0,53.7,2
3292,hormavu,2282.0,4.0,115.0,4
3293,hormavu,1206.0,2.0,55.0,2
3294,hormavu,1310.0,2.0,67.0,2
3295,hormavu,1310.0,2.0,60.0,2
3296,hormavu,1020.0,2.0,45.75,2
3297,hormavu,1210.0,2.0,69.0,2
3298,hosa road,1652.0,3.0,85.0,3
3300,hosa road,1161.0,2.0,55.15,2
3302,hosa road,1161.0,2.0,55.15,2
3303,hosa road,1365.0,2.0,92.0,2
3304,hosa road,1243.0,2.0,48.5,2
3306,hosa road,1332.0,2.0,86.12,3
3307,hosa road,615.0,1.0,28.29,1
3308,hosa road,1318.0,2.0,85.28,3
3309,hosa road,1513.0,3.0,103.0,3
3310,hosa road,1133.0,2.0,52.0,2
3311,hosa road,1016.0,2.0,40.0,2
3312,hosa road,972.0,2.0,40.0,2
3313,hosa road,1161.0,2.0,55.15,2
3314,hosa road,1532.0,3.0,98.13,3
3315,hosa road,1680.0,3.0,101.0,3
3316,hosa road,880.0,2.0,50.0,2
3317,hosa road,1533.0,3.0,98.18,3
3318,hosa road,1040.0,2.0,68.59,2
3319,hosa road,1040.0,2.0,61.0,2
3321,hosa road,1245.0,2.0,62.0,2
3322,hosa road,1311.0,2.0,84.86,3
3323,hosa road,800.0,1.0,39.99,1
3325,hosa road,1364.0,2.0,64.79,2
3326,hosa road,1016.0,2.0,45.0,2
3328,hosa road,1360.0,2.0,77.61,2
3329,hosa road,1170.0,2.0,65.0,2
3330,hosa road,1161.0,2.0,55.15,2
3331,hosa road,1470.0,2.0,84.22,3
3332,hosa road,1513.0,3.0,103.0,3
3334,hosa road,1161.0,2.0,48.75,2
3336,hosa road,1016.0,2.0,39.95,2
3337,hosakerehalli,2378.0,3.0,262.0,3
3338,hosakerehalli,2376.0,3.0,203.0,3
3339,hosakerehalli,3205.0,5.0,380.0,4
3341,hosakerehalli,3024.0,5.0,350.0,4
3342,hosakerehalli,2400.0,5.0,250.0,5
3343,hosakerehalli,1817.0,4.0,153.0,3
3344,hosakerehalli,1304.0,2.0,100.0,2
3345,hosakerehalli,2480.0,3.0,245.0,3
3346,hosakerehalli,925.0,2.0,46.5,2
3347,hosakerehalli,2480.0,4.0,260.0,3
3348,hosakerehalli,1596.0,3.0,79.8,3
3349,hosakerehalli,1200.0,2.0,100.0,3
3350,hosakerehalli,3205.0,4.0,300.0,4
3351,hosakerehalli,3033.0,4.0,326.0,4
3352,hosakerehalli,600.0,2.0,65.0,2
3353,hosakerehalli,2480.0,4.0,265.0,3
3354,hosakerehalli,925.0,2.0,46.25,2
3355,hosakerehalli,2376.0,3.0,240.0,3
3356,hosakerehalli,1500.0,6.0,145.0,5
3357,hoskote,1250.0,3.0,50.0,3
3358,hoskote,1225.0,3.0,40.0,3
3359,hoskote,1740.0,3.0,60.0,3
3360,hoskote,1170.0,2.0,45.0,2
3362,hoskote,1200.0,3.0,57.0,3
3363,hoskote,1069.0,2.0,38.0,3
3364,hoskote,1095.0,2.0,33.6,2
3366,hoskote,1065.0,2.0,31.5,2
3367,hoskote,1395.0,2.0,63.0,3
3368,hoskote,1065.0,2.0,28.5,2
3369,hoskote,945.0,2.0,35.0,2
3370,hoskote,1003.5,2.0,28.095,2
3371,hoskote,1065.0,2.0,33.75,2
3372,hoskote,509.0,1.0,23.0,1
3373,hosur road,1656.0,2.0,120.0,2
3374,hosur road,1194.0,2.0,69.0,2
3377,hosur road,3300.0,5.0,240.0,5
3378,hosur road,1510.0,2.0,105.0,3
3379,hosur road,1427.0,2.0,80.63,3
3380,hosur road,1508.0,2.0,110.0,3
3381,hosur road,460.0,1.0,21.0,1
3383,hosur road,1179.0,2.0,49.0,2
3384,hosur road,950.0,2.0,60.0,2
3385,hosur road,1194.0,2.0,71.64,2
3386,hosur road,1766.0,3.0,130.0,3
3387,hosur road,1689.0,3.0,103.0,3
3388,hosur road,3600.0,5.0,180.0,5
3389,hosur road,1170.0,2.0,48.0,2
3390,hosur road,1250.0,2.0,55.0,2
3391,hosur road,1689.0,3.0,103.0,3
3393,hosur road,2000.0,4.0,130.0,4
3394,hosur road,1250.0,2.0,65.0,2
3395,hosur road,1689.0,3.0,103.0,3
3398,hosur road,1223.0,2.0,93.0,2
3400,hosur road,1919.0,3.0,117.0,3
3401,hrbr layout,1374.0,2.0,95.0,2
3402,hrbr layout,1440.0,2.0,98.0,2
3404,hrbr layout,2800.0,3.0,250.0,3
3405,hrbr layout,1210.0,2.0,75.0,2
3406,hrbr layout,1265.0,2.0,78.0,2
3407,hrbr layout,1170.0,2.0,75.0,2
3409,hrbr layout,1900.0,3.0,90.0,4
3410,hrbr layout,1625.0,3.0,120.0,3
3411,hrbr layout,1301.0,2.0,120.0,2
3412,hrbr layout,1145.0,2.0,68.5,2
3413,hrbr layout,1300.0,2.0,90.0,2
3415,hsr layout,1372.0,2.0,68.0,2
3417,hsr layout,1475.0,3.0,75.0,3
3418,hsr layout,1467.0,2.0,55.0,2
3419,hsr layout,1140.0,2.0,46.0,2
3420,hsr layout,1372.0,2.0,61.0,2
3421,hsr layout,1750.0,3.0,95.0,3
3423,hsr layout,1027.0,2.0,44.0,2
3424,hsr layout,1650.0,3.0,110.0,3
3425,hsr layout,1140.0,2.0,46.0,2
3426,hsr layout,1372.0,2.0,61.0,2
3427,hsr layout,1140.0,2.0,46.0,2
3428,hsr layout,1185.0,2.0,60.0,2
3429,hsr layout,1127.0,2.0,68.0,2
3430,hsr layout,1600.0,2.0,115.0,3
3431,hsr layout,1145.0,2.0,48.0,2
3432,hsr layout,1009.0,2.0,56.0,2
3433,hsr layout,1300.0,2.0,98.0,2
3435,hsr layout,1140.0,2.0,46.0,2
3436,hsr layout,1126.0,2.0,69.0,2
3438,hsr layout,1140.0,2.0,46.0,2
3439,hsr layout,1145.0,2.0,46.0,2
3440,hsr layout,1142.0,2.0,65.0,2
3441,hsr layout,1145.0,2.0,46.0,2
3442,hsr layout,1844.0,3.0,95.0,3
3443,hsr layout,1203.0,2.0,72.0,2
3444,hsr layout,1140.0,2.0,46.0,2
3445,hsr layout,4200.0,5.0,245.0,5
3446,hsr layout,1140.0,2.0,46.0,2
3447,hsr layout,1145.0,2.0,46.0,2
3448,hsr layout,1009.0,2.0,56.0,2
3449,hsr layout,1145.0,2.0,46.0,2
3450,hsr layout,1100.0,2.0,44.0,2
3451,hsr layout,1203.0,2.0,60.0,2
3452,hsr layout,1120.0,2.0,70.0,2
3453,hsr layout,1140.0,2.0,46.0,2
3454,hsr layout,1289.0,2.0,70.0,2
3455,hsr layout,1844.0,3.0,89.0,3
3456,hsr layout,1203.0,2.0,60.0,2
3457,hsr layout,1140.0,2.0,46.0,2
3458,hulimavu,1125.0,2.0,50.0,2
3459,hulimavu,1242.0,2.0,51.0,2
3461,hulimavu,1823.0,3.0,100.0,3
3462,hulimavu,1300.0,2.0,36.0,2
3463,hulimavu,1080.0,2.0,43.2,2
3464,hulimavu,1100.0,2.0,71.5,2
3466,hulimavu,688.0,1.0,50.0,1
3467,hulimavu,1255.0,2.0,73.0,2
3468,hulimavu,1200.0,4.0,75.0,4
3469,hulimavu,1058.0,2.0,48.0,2
3470,hulimavu,1375.0,2.0,80.0,2
3471,hulimavu,1248.0,2.0,69.0,2
3472,hulimavu,1818.0,3.0,135.0,3
3473,hulimavu,1225.0,2.0,55.0,2
3474,hulimavu,1255.0,2.0,74.0,2
3475,hulimavu,1175.0,2.0,45.0,2
3476,hulimavu,1255.0,2.0,69.0,2
3477,hulimavu,1255.0,2.0,66.0,2
3478,hulimavu,3035.0,5.0,271.0,3
3479,hulimavu,3035.0,5.0,220.0,3
3480,hulimavu,1127.0,2.0,65.0,2
3481,hulimavu,1200.0,2.0,50.0,2
3483,hulimavu,1200.0,2.0,75.0,2
3484,hulimavu,1430.0,2.0,90.0,3
3485,hulimavu,850.0,1.0,39.5,2
3486,hulimavu,1000.0,2.0,45.0,2
3489,hulimavu,3560.0,5.0,318.0,4
3490,hulimavu,1011.0,2.0,38.0,2
3491,hulimavu,1276.0,2.0,76.0,2
3492,hulimavu,1500.0,2.0,90.0,2
3493,hulimavu,1315.0,2.0,60.48,2
3494,hulimavu,1021.0,2.0,76.0,2
3495,hulimavu,581.0,1.0,29.0,1
3496,hulimavu,935.0,2.0,45.0,2
3497,hulimavu,1050.0,2.0,125.0,2
3499,hulimavu,1200.0,4.0,75.0,4
3500,hulimavu,1260.0,2.0,82.0,3
3501,hulimavu,450.0,1.0,20.0,1
3502,hulimavu,1231.0,2.0,84.5,2
3503,hulimavu,1916.0,2.0,150.0,3
3504,hulimavu,1115.0,2.0,44.6,2
3505,iblur village,3235.0,3.0,235.0,3
3506,iblur village,3596.0,5.0,290.0,4
3507,iblur village,1920.0,3.0,130.0,3
3508,iblur village,1995.0,3.0,135.0,3
3509,iblur village,3596.0,5.0,282.0,4
3510,iblur village,1918.0,3.0,129.0,3
3512,iblur village,2100.0,4.0,145.0,3
3513,iblur village,1920.0,3.0,150.0,3
3514,iblur village,1920.0,3.0,130.0,3
3515,iblur village,1920.0,3.0,150.0,3
3516,iblur village,2000.0,4.0,138.0,3
3517,iblur village,3596.0,5.0,260.0,4
3518,iblur village,3596.0,5.0,279.0,4
3519,iblur village,2666.0,4.0,200.0,3
3520,iblur village,5384.0,5.0,420.0,5
3521,iblur village,3596.0,5.0,297.0,4
3522,iblur village,5515.0,6.0,425.0,5
3523,iblur village,1920.0,3.0,130.0,3
3524,iblur village,3596.0,4.0,268.0,4
3527,indira nagar,1200.0,2.0,93.0,2
3528,indira nagar,1128.0,2.0,105.0,2
3529,indira nagar,2800.0,3.0,330.0,3
3530,indira nagar,1650.0,3.0,200.0,3
3532,indira nagar,1210.0,2.0,102.0,2
3533,indira nagar,1224.0,2.0,105.0,2
3534,indira nagar,2070.0,3.0,225.0,3
3535,indira nagar,500.0,1.0,70.0,1
3536,indira nagar,1400.0,2.0,168.0,2
3537,indira nagar,2400.0,4.0,525.0,4
3539,indira nagar,1145.0,2.0,100.0,2
3540,indira nagar,1470.0,2.0,170.0,2
3541,indira nagar,2700.0,3.0,324.0,3
3542,indira nagar,850.0,1.0,57.0,1
3543,indira nagar,3250.0,8.0,600.0,8
3544,indira nagar,2601.0,4.0,312.0,3
3545,indira nagar,1260.0,2.0,100.0,2
3546,indira nagar,1740.0,3.0,191.0,3
3547,indira nagar,1650.0,3.0,220.0,3
3550,indira nagar,1440.0,3.0,275.0,3
3551,indira nagar,1475.0,2.0,171.0,2
3552,indira nagar,3200.0,4.0,440.0,4
3553,indira nagar,4000.0,4.0,700.0,4
3554,indira nagar,850.0,1.0,60.0,1
3555,indira nagar,2400.0,4.0,405.0,4
3556,indira nagar,1800.0,5.0,350.0,5
3559,indira nagar,1650.0,3.0,200.0,3
3560,indira nagar,2800.0,4.0,365.0,4
3561,indira nagar,1260.0,2.0,120.0,2
3562,indira nagar,1149.0,2.0,130.0,2
3564,indira nagar,2400.0,6.0,475.0,6
3565,isro layout,4400.0,6.0,250.0,6
3566,isro layout,1000.0,2.0,60.0,2
3567,isro layout,1180.0,2.0,52.0,2
3568,isro layout,1000.0,2.0,60.0,2
3569,isro layout,1310.0,2.0,68.0,3
3570,isro layout,4200.0,4.0,255.0,4
3571,isro layout,1050.0,2.0,51.0,2
3572,isro layout,1370.0,2.0,87.0,3
3573,isro layout,1200.0,2.0,43.0,2
3574,itpl,1200.0,3.0,56.12,3
3575,itpl,1548.0,3.0,89.5,3
3576,itpl,1200.0,3.0,68.4,3
3577,itpl,1200.0,3.0,56.12,3
3578,itpl,1200.0,3.0,56.12,3
3579,itpl,1500.0,3.0,61.52,3
3580,itpl,5667.5,5.0,300.0,4
3581,jakkur,1417.0,2.0,75.0,2
3582,jakkur,1590.0,2.0,125.0,3
3583,jakkur,1279.0,2.0,77.0,2
3584,jakkur,1710.0,3.0,107.0,3
3585,jakkur,1396.0,2.0,86.51,3
3586,jakkur,3467.86,6.0,249.0,4
3587,jakkur,1865.0,3.0,124.0,3
3588,jakkur,3181.0,2.0,260.5,4
3589,jakkur,1760.0,3.0,139.0,3
3590,jakkur,1290.0,2.0,100.0,2
3591,jakkur,1452.19,2.0,100.0,2
3592,jakkur,1798.0,3.0,120.0,3
3593,jakkur,1300.0,2.0,85.0,2
3594,jakkur,3181.0,4.0,260.5,4
3595,jakkur,1950.0,3.0,131.0,3
3597,jakkur,1230.0,2.0,76.0,2
3599,jakkur,1290.0,2.0,80.0,2
3600,jakkur,1760.0,3.0,110.0,3
3602,jakkur,1483.0,2.0,98.0,2
3605,jakkur,1650.0,3.0,111.0,3
3607,jakkur,2423.0,4.0,160.0,3
3608,jakkur,2197.0,3.0,136.0,3
3609,jakkur,1125.0,2.0,65.0,2
3610,jakkur,1230.0,2.0,79.0,2
3611,jakkur,1202.0,2.0,79.0,2
3612,jakkur,1858.0,3.0,123.0,3
3613,jakkur,3181.0,2.0,229.0,4
3616,jakkur,1785.0,3.0,130.0,3
3617,jakkur,1080.0,2.0,60.0,2
3618,jakkur,1260.0,2.0,71.195,2
3619,jakkur,1816.0,3.0,119.0,3
3620,jakkur,1424.0,2.0,80.0,2
3621,jakkur,1290.0,2.0,85.0,2
3622,jakkur,1300.0,2.0,80.0,2
3623,jakkur,1290.0,2.0,80.04,2
3624,jakkur,1282.0,2.0,72.0,2
3626,jakkur,1660.0,3.0,104.0,3
3627,jakkur,1291.0,2.0,75.0,2
3628,jakkur,1473.0,2.0,85.0,2
3629,jakkur,1660.0,3.0,104.0,3
3630,jakkur,1950.0,3.0,131.0,3
3631,jakkur,1432.0,2.0,85.0,2
3633,jakkur,1710.0,3.0,110.0,3
3635,jalahalli,2250.0,3.0,160.0,3
3636,jalahalli,1694.0,2.0,125.0,2
3638,jalahalli,1400.0,1.0,80.0,2
3639,jalahalli,1045.0,2.0,76.77,2
3641,jalahalli,2113.0,3.0,155.0,3
3642,jalahalli,1932.0,4.0,135.0,3
3643,jalahalli,1045.0,2.0,58.0,2
3644,jalahalli,1200.0,4.0,90.0,4
3645,jalahalli,1020.0,2.0,52.0,2
3646,jalahalli,2384.0,4.0,165.0,3
3647,jalahalli,790.0,2.0,49.5,2
3650,jalahalli,1569.0,3.0,118.0,3
3651,jalahalli,600.0,1.0,37.0,1
3652,jalahalli,615.0,1.0,46.0,1
3654,jalahalli,905.0,2.0,55.0,2
3655,jalahalli,1000.0,2.0,70.0,2
3656,jalahalli,615.0,1.0,46.0,1
3658,jalahalli,1470.0,2.0,102.0,3
3659,jalahalli,1244.0,2.0,88.0,2
3660,jalahalli,1407.0,2.0,98.49,2
3661,jalahalli,1200.0,2.0,66.0,1
3663,jalahalli,1045.0,2.0,76.77,2
3665,jalahalli,2086.0,3.0,160.0,3
3667,jalahalli,1313.0,2.0,68.0,2
3670,jalahalli east,750.0,1.0,40.0,1
3671,jalahalli east,1260.0,2.0,60.0,3
3672,jalahalli east,1020.0,2.0,58.0,2
3673,jalahalli east,1300.0,2.0,63.0,3
3674,jalahalli east,775.0,1.0,34.1,1
3675,jalahalli east,1010.0,2.0,52.0,2
3676,jalahalli east,1010.0,2.0,52.0,2
3678,jigani,918.0,2.0,52.0,2
3679,jigani,918.0,2.0,48.0,2
3681,jigani,914.0,2.0,47.0,2
3682,jigani,927.0,2.0,55.0,2
3683,jigani,920.0,2.0,46.0,2
3684,jigani,2400.0,4.0,130.0,3
3685,jigani,918.0,2.0,45.0,2
3686,jigani,918.0,2.0,63.2,2
3687,jigani,933.0,2.0,43.0,2
3688,jigani,918.0,2.0,55.0,2
3689,jigani,2400.0,3.0,149.0,3
3690,jigani,4303.5,2.0,226.0,4
3691,jigani,937.0,2.0,44.0,2
3693,jigani,923.0,2.0,50.0,2
3696,jigani,1221.0,3.0,72.0,3
3697,jigani,918.0,2.0,49.0,2
3699,jigani,914.0,2.0,49.0,2
3700,jigani,918.0,2.0,50.0,2
3701,jigani,1200.0,3.0,65.0,3
3702,jigani,914.0,2.0,55.0,2
3706,jigani,1221.0,3.0,75.0,3
3707,jigani,1252.0,3.0,70.0,3
3710,jigani,939.0,2.0,39.0,2
3711,jigani,1221.0,3.0,70.0,3
3714,jigani,943.0,2.0,48.0,2
3715,jigani,918.0,2.0,56.0,2
3718,jigani,943.0,2.0,49.5,2
3719,jp nagar,1850.0,3.0,150.0,3
3720,jp nagar,5520.0,2.0,375.0,5
3721,jp nagar,1100.0,2.0,70.0,2
3722,jp nagar,940.0,2.0,49.0,2
3724,jp nagar,4624.5,4.0,314.5,4
3725,jp nagar,1078.0,2.0,45.0,2
3726,jp nagar,1050.0,1.0,44.0,1
3727,jp nagar,1352.5,2.0,93.865,2
3728,jp nagar,1200.0,2.0,62.0,2
3729,jp nagar,1300.0,2.0,90.87,2
3730,jp nagar,1315.0,2.0,85.4,3
3731,jp nagar,1690.0,3.0,112.0,3
3736,jp nagar,750.0,1.0,52.5,1
3737,jp nagar,1200.0,2.0,78.0,2
3738,jp nagar,1850.0,2.0,110.0,3
3739,jp nagar,1100.0,2.0,45.0,2
3740,jp nagar,1197.0,2.0,47.88,2
3741,jp nagar,2700.0,4.0,160.0,7
3743,jp nagar,820.0,2.0,45.0,2
3744,jp nagar,1750.0,3.0,123.0,3
3745,jp nagar,2195.0,2.0,152.0,3
3746,jp nagar,3496.5,2.0,237.5,3
3750,jp nagar,745.0,1.0,34.27,1
3751,jp nagar,1800.0,6.0,68.0,6
3752,jp nagar,1150.0,2.0,90.0,2
3754,jp nagar,1960.0,3.0,138.0,3
3757,jp nagar,1250.0,2.0,60.0,2
3758,jp nagar,1125.0,2.0,39.98,2
3759,jp nagar,2400.0,3.0,196.0,3
3760,jp nagar,1300.0,2.0,91.65,2
3761,jp nagar,1107.0,2.0,57.0,2
3762,jp nagar,1250.0,2.0,93.0,2
3763,jp nagar,1500.0,2.0,108.0,3
3764,jp nagar,1520.0,3.0,125.0,3
3765,jp nagar,1405.0,2.0,99.0,2
3766,jp nagar,1157.0,2.0,73.0,2
3768,jp nagar,1048.0,2.0,44.0,2
3769,judicial layout,1300.0,3.0,64.0,3
3770,judicial layout,2070.0,3.0,162.0,3
3771,judicial layout,1700.0,3.0,155.0,3
3772,judicial layout,1100.0,2.0,53.0,3
3773,judicial layout,2330.0,3.0,94.71,4
3774,judicial layout,1165.0,2.0,49.61,2
3775,judicial layout,5400.0,4.0,700.0,5
3776,judicial layout,1500.0,3.0,162.0,4
3777,judicial layout,900.0,2.0,40.0,2
3778,judicial layout,1989.0,4.0,155.0,3
3779,kadubeesanahalli,1665.0,3.0,70.0,3
3780,kadubeesanahalli,1532.0,3.0,115.0,3
3781,kadubeesanahalli,1545.0,2.0,66.0,3
3782,kadubeesanahalli,1424.0,2.0,75.0,3
3783,kadubeesanahalli,1257.0,2.0,93.0,2
